dYear,est,ist,imf_by,em,f107,dst
2024.2260928961748,-28.7,-12.3,-6.9,4.439243,161.28395,-41.0
2024.2262067395263,-44.1,-18.9,-5.9,5.430028,161.28395,-63.0
2024.2263205828779,-54.6,-23.4,-5.7,3.120371,161.28395,-78.0
2024.2264344262296,-55.3,-23.7,-7.5,1.186953,161.28395,-79.0
2024.2265482695811,-46.2,-19.8,-3.2,2.560564,161.28395,-66.0
2024.2266621129327,-47.6,-20.4,-5.8,1.997178,161.28395,-68.0
2024.2267759562842,-44.8,-19.2,-3.1,2.381499,160.64197,-64.0
2024.2268897996357,-49.0,-21.0,-0.2,0.002404,160.64197,-70.0
2024.2270036429873,-46.2,-19.8,-7.1,2.307112,160.64197,-66.0
2024.2271174863388,-46.2,-19.8,-2.3,0.202855,160.64197,-66.0
2024.2272313296903,-42.7,-18.3,-3.6,0.442614,160.64197,-61.0
2024.2273451730418,-39.2,-16.8,-0.3,0.106971,160.64197,-56.0
2024.2274590163934,-37.1,-15.9,-0.6,0.754174,160.64197,-53.0
2024.227572859745,-37.8,-16.2,-0.0,1.5593,160.64197,-54.0
2024.2276867030967,-37.1,-15.9,-3.0,1.500775,160.64197,-53.0
2024.2278005464482,-36.4,-15.6,-2.6,2.027892,160.64197,-52.0
2024.2279143897997,-38.5,-16.5,-3.9,0.996679,160.64197,-55.0
2024.2280282331512,-35.0,-15.0,-2.2,1.463899,160.64197,-50.0
2024.2281420765028,-33.6,-14.4,-2.6,0.403948,160.64197,-48.0
2024.2282559198543,-19.6,-8.4,-0.3,0.004497,160.64197,-28.0
2024.2283697632058,-17.5,-7.5,-10.7,13.551731,160.64197,-25.0
2024.2284836065573,-71.4,-30.6,-5.6,0.855392,160.64197,-102.0
2024.2285974499089,-79.8,-34.2,-14.5,3.393146,160.64197,-114.0
2024.2287112932604,-72.1,-30.9,-3.0,0.31632,160.64197,-103.0
2024.228825136612,-88.2,-37.8,25.8,5.771593,160.64197,-126.0
2024.2289389799635,-89.6,-38.4,21.9,4.030943,160.64197,-128.0
2024.2290528233152,-83.3,-35.7,20.8,3.720757,160.64197,-119.0
2024.2291666666667,-76.3,-32.7,19.0,3.022686,160.64197,-109.0
2024.2292805100183,-65.8,-28.2,13.3,1.442168,160.64197,-94.0
2024.2293943533698,-61.6,-26.4,11.3,1.091266,160.64197,-88.0
2024.2295081967213,-56.7,-24.3,7.5,0.493106,160.2963,-81.0
2024.2296220400729,-43.4,-18.6,-9.3,0.763628,160.2963,-62.0
2024.2297358834244,-35.7,-15.3,-8.6,0.707305,160.2963,-51.0
2024.229849726776,-37.1,-15.9,-2.3,0.052279,160.2963,-53.0
2024.2299635701274,-26.6,-11.4,2.5,0.067219,160.2963,-38.0
2024.230077413479,-39.9,-17.1,-7.2,0.586901,160.2963,-57.0
2024.2301912568305,-45.5,-19.5,-12.0,1.9467,160.2963,-65.0
2024.2303051001822,-44.1,-18.9,-12.5,2.408303,160.2963,-63.0
2024.2304189435338,-39.2,-16.8,-12.3,2.645513,160.2963,-56.0
2024.2305327868853,-32.2,-13.8,-7.0,1.59933,160.2963,-46.0
2024.2306466302368,-33.6,-14.4,-2.5,0.459579,160.2963,-48.0
2024.2307604735884,-36.4,-15.6,-2.9,0.451129,160.2963,-52.0
2024.23087431694,-39.2,-16.8,-4.4,0.905747,160.2963,-56.0
2024.2309881602914,-35.7,-15.3,-4.0,0.642859,160.2963,-51.0
2024.231102003643,-37.1,-15.9,-2.6,0.28513,160.2963,-53.0
2024.2312158469945,-39.9,-17.1,-2.0,0.400297,160.2963,-57.0
2024.231329690346,-44.1,-18.9,2.6,0.378019,160.2963,-63.0
2024.2314435336975,-44.1,-18.9,3.9,1.159989,160.2963,-63.0
2024.2315573770493,-47.6,-20.4,2.2,0.353254,160.2963,-68.0
2024.2316712204008,-46.2,-19.8,2.1,0.307145,160.2963,-66.0
2024.2317850637523,-43.4,-18.6,0.9,0.069968,160.2963,-62.0
2024.2318989071039,-42.0,-18.0,2.3,0.343944,160.2963,-60.0
2024.2320127504554,-38.5,-16.5,3.4,1.023456,160.2963,-55.0
2024.232126593807,-38.5,-16.5,0.6,0.757409,160.2963,-55.0
2024.2322404371585,-37.1,-15.9,-1.9,1.657427,160.20987,-53.0
2024.23235428051,-39.2,-16.8,-0.7,1.070889,160.20987,-56.0
2024.2324681238615,-39.2,-16.8,-0.4,0.690175,160.20987,-56.0
2024.232581967213,-36.4,-15.6,-1.3,0.590233,160.20987,-52.0
2024.2326958105646,-34.3,-14.7,3.0,0.388947,160.20987,-49.0
2024.2328096539163,-32.2,-13.8,3.4,0.445856,160.20987,-46.0
2024.2329234972678,-32.2,-13.8,4.4,0.701304,160.20987,-46.0
2024.2330373406194,-32.2,-13.8,3.9,0.551416,160.20987,-46.0
2024.233151183971,-31.5,-13.5,3.2,0.818843,160.20987,-45.0
2024.2332650273224,-24.5,-10.5,1.8,0.237469,160.20987,-35.0
2024.233378870674,-16.8,-7.2,1.1,0.270957,160.20987,-24.0
2024.2334927140255,-18.2,-7.8,0.7,0.895416,160.20987,-26.0
2024.233606557377,-24.5,-10.5,-0.2,0.332325,160.20987,-35.0
2024.2337204007285,-25.9,-11.1,-1.6,0.818078,160.20987,-37.0
2024.23383424408,-24.5,-10.5,-0.7,0.579398,160.20987,-35.0
2024.2339480874316,-23.8,-10.2,-1.1,0.487631,160.20987,-34.0
2024.2340619307834,-25.2,-10.8,-0.3,0.066706,160.20987,-36.0
2024.2341757741349,-25.9,-11.1,-1.5,0.63891,160.20987,-37.0
2024.2342896174864,-25.2,-10.8,-1.2,0.432757,160.20987,-36.0
2024.234403460838,-25.2,-10.8,-1.6,0.546454,160.20987,-36.0
2024.2345173041895,-26.6,-11.4,-1.3,0.268744,160.20987,-38.0
2024.234631147541,-28.7,-12.3,-0.5,0.01676,160.20987,-41.0
2024.2347449908925,-28.0,-12.0,0.0,0.0,160.20987,-40.0
2024.234858834244,-23.1,-9.9,0.5,0.325919,160.20987,-33.0
2024.2349726775956,-20.3,-8.7,999.9,2070.653619,160.12346,-29.0
2024.235086520947,-18.2,-7.8,999.9,2070.653619,160.12346,-26.0
2024.2352003642986,-23.1,-9.9,999.9,2070.653619,160.12346,-33.0
2024.2353142076502,-23.1,-9.9,999.9,2070.653619,160.12346,-33.0
2024.235428051002,-20.3,-8.7,999.9,2070.653619,160.12346,-29.0
2024.2355418943534,-19.6,-8.4,999.9,2070.653619,160.12346,-28.0
2024.235655737705,-16.8,-7.2,999.9,2070.653619,160.12346,-24.0
2024.2357695810565,-11.9,-5.1,999.9,2070.653619,160.12346,-17.0
2024.235883424408,-11.2,-4.8,999.9,2070.653619,160.12346,-16.0
2024.2359972677596,-12.6,-5.4,999.9,2070.653619,160.12346,-18.0
2024.236111111111,-15.4,-6.6,999.9,2070.653619,160.12346,-22.0
2024.2362249544626,-18.2,-7.8,999.9,2070.653619,160.12346,-26.0
2024.2363387978141,-18.9,-8.1,999.9,2070.653619,160.12346,-27.0
2024.2364526411657,-16.1,-6.9,999.9,2070.653619,160.12346,-23.0
2024.2365664845172,-16.8,-7.2,999.9,2070.653619,160.12346,-24.0
2024.236680327869,-16.8,-7.2,-1.1,0.183451,160.12346,-24.0
2024.2367941712205,-18.2,-7.8,-1.1,0.167494,160.12346,-26.0
2024.236908014572,-18.9,-8.1,-1.0,0.144379,160.12346,-27.0
2024.2370218579235,-18.9,-8.1,-0.8,0.076648,160.12346,-27.0
2024.237135701275,-12.6,-5.4,-1.3,0.3211,160.12346,-18.0
2024.2372495446266,-10.5,-4.5,-1.4,0.393868,160.12346,-15.0
2024.2373633879781,-10.5,-4.5,-0.5,0.015493,160.12346,-15.0
2024.2374772313296,-7.7,-3.3,-1.2,0.224864,160.12346,-11.0
2024.2375910746812,-8.4,-3.6,-1.3,0.213835,160.12346,-12.0
2024.2377049180327,-8.4,-3.6,-1.0,0.123916,160.55556,-12.0
2024.2378187613842,-7.7,-3.3,-0.8,0.118168,160.55556,-11.0
2024.237932604736,-7.0,-3.0,-0.8,0.116438,160.55556,-10.0
2024.2380464480875,-8.4,-3.6,-0.7,0.067848,160.55556,-12.0
2024.238160291439,-7.0,-3.0,-0.4,0.032412,160.55556,-10.0
2024.2382741347906,-6.3,-2.7,-0.6,0.0454,160.55556,-9.0
2024.238387978142,-6.3,-2.7,-1.2,0.320849,160.55556,-9.0
2024.2385018214936,-7.0,-3.0,-0.5,0.138753,160.55556,-10.0
2024.2386156648452,-10.5,-4.5,-0.6,0.253371,160.55556,-15.0
2024.2387295081967,-11.9,-5.1,-0.5,0.269788,160.55556,-17.0
2024.2388433515482,-10.5,-4.5,-0.1,0.0222,160.55556,-15.0
2024.2389571948997,-9.1,-3.9,0.0,0.0439,160.55556,-13.0
2024.2390710382513,-7.7,-3.3,0.0,0.2185,160.55556,-11.0
2024.239184881603,-7.7,-3.3,-0.1,0.052388,160.55556,-11.0
2024.2392987249546,-6.3,-2.7,0.2,0.01311,160.55556,-9.0
2024.239412568306,-5.6,-2.4,0.1,0.052026,160.55556,-8.0
2024.2395264116576,-4.9,-2.1,-0.2,0.026266,160.55556,-7.0
2024.2396402550091,-2.8,-1.2,0.0,0.0,160.55556,-4.0
2024.2397540983607,-2.8,-1.2,-0.3,0.379904,160.55556,-4.0
2024.2398679417122,-1.4,-0.6,-0.1,0.000867,160.55556,-2.0
2024.2399817850637,0.7,0.3,-1.4,0.095698,160.55556,1.0
2024.2400956284152,-0.7,-0.3,-2.5,0.212284,160.55556,-1.0
2024.2402094717668,5.6,2.4,-2.6,0.569959,160.55556,8.0
2024.2403233151183,7.0,3.0,-1.8,0.530211,160.55556,10.0
2024.24043715847,2.8,1.2,-2.6,0.603087,161.25926,4.0
2024.2405510018216,1.4,0.6,-2.5,0.937564,161.25926,2.0
2024.2406648451731,0.0,0.0,-1.7,0.64633,161.25926,0.0
2024.2407786885246,-1.4,-0.6,-0.4,0.442742,161.25926,-2.0
2024.2408925318762,-4.9,-2.1,-0.4,0.098876,161.25926,-7.0
2024.2410063752277,-6.3,-2.7,-1.0,0.117426,161.25926,-9.0
2024.2411202185792,-7.0,-3.0,-1.6,0.32189,161.25926,-10.0
2024.2412340619308,-2.1,-0.9,0.0,0.7239,161.25926,-3.0
2024.2413479052823,-3.5,-1.5,-1.0,0.838716,161.25926,-5.0
2024.2414617486338,-4.9,-2.1,-1.1,0.407188,161.25926,-7.0
2024.2415755919853,-2.8,-1.2,-0.8,0.491453,161.25926,-4.0
2024.2416894353369,-4.9,-2.1,-0.4,0.605984,161.25926,-7.0
2024.2418032786886,-6.3,-2.7,-0.3,0.774612,161.25926,-9.0
2024.2419171220401,-7.0,-3.0,-0.4,0.092984,161.25926,-10.0
2024.2420309653917,-7.0,-3.0,-0.4,0.024905,161.25926,-10.0
2024.2421448087432,-5.6,-2.4,-0.8,0.112744,161.25926,-8.0
2024.2422586520947,-6.3,-2.7,-0.0,0.0,161.25926,-9.0
2024.2423724954463,-7.0,-3.0,999.9,2070.653619,161.25926,-10.0
2024.2424863387978,-7.0,-3.0,999.9,2070.653619,161.25926,-10.0
2024.2426001821493,-5.6,-2.4,999.9,2070.653619,161.25926,-8.0
2024.2427140255008,-4.2,-1.8,999.9,2070.653619,161.25926,-6.0
2024.2428278688524,-4.2,-1.8,999.9,2070.653619,161.25926,-6.0
2024.242941712204,-3.5,-1.5,-0.3,0.0171,161.25926,-5.0
2024.2430555555557,-3.5,-1.5,-0.2,0.006529,161.25926,-5.0
2024.2431693989072,-2.1,-0.9,-0.1,0.000853,162.19753,-3.0
2024.2432832422587,-2.1,-0.9,-0.1,0.000724,162.19753,-3.0
2024.2433970856102,-0.7,-0.3,-0.5,0.024808,162.19753,-1.0
2024.2435109289618,-0.7,-0.3,0.1,0.000668,162.19753,-1.0
2024.2436247723133,1.4,0.6,0.1,0.000507,162.19753,2.0
2024.2437386156648,2.1,0.9,-0.1,0.000568,162.19753,3.0
2024.2438524590164,2.8,1.2,-0.0,0.0,162.19753,4.0
2024.2439663023679,4.2,1.8,-0.6,0.027421,162.19753,6.0
2024.2440801457194,2.1,0.9,0.2,0.020333,162.19753,3.0
2024.244193989071,0.0,0.0,1.5,0.303731,162.19753,0.0
2024.2443078324227,0.7,0.3,1.8,0.091559,162.19753,1.0
2024.2444216757742,1.4,0.6,2.4,0.130724,162.19753,2.0
2024.2445355191257,4.9,2.1,1.7,0.092972,162.19753,7.0
2024.2446493624773,5.6,2.4,-1.2,0.017858,162.19753,8.0
2024.2447632058288,4.9,2.1,6.1,0.923261,162.19753,7.0
2024.2448770491803,2.1,0.9,6.0,0.542385,162.19753,3.0
2024.2449908925319,2.8,1.2,6.9,0.661576,162.19753,4.0
2024.2451047358834,2.8,1.2,8.2,0.980372,162.19753,4.0
2024.245218579235,4.2,1.8,9.5,1.189014,162.19753,6.0
2024.2453324225864,3.5,1.5,9.7,1.580857,162.19753,5.0
2024.245446265938,2.8,1.2,10.2,1.545485,162.19753,4.0
2024.2455601092897,5.6,2.4,9.5,1.246683,162.19753,8.0
2024.2456739526413,6.3,2.7,9.4,1.888008,162.19753,9.0
2024.2457877959928,3.5,1.5,10.2,2.869438,162.19753,5.0
2024.2459016393443,0.0,0.0,7.2,2.202383,163.07408,0.0
2024.2460154826958,-6.3,-2.7,6.0,1.343907,163.07408,-9.0
2024.2461293260474,-7.7,-3.3,5.5,0.82717,163.07408,-11.0
2024.246243169399,-4.9,-2.1,3.3,0.273148,163.07408,-7.0
2024.2463570127504,-4.9,-2.1,3.9,0.583655,163.07408,-7.0
2024.246470856102,-6.3,-2.7,2.3,1.342729,163.07408,-9.0
2024.2465846994535,-11.9,-5.1,2.2,0.417567,163.07408,-17.0
2024.246698542805,-10.5,-4.5,2.7,0.309788,163.07408,-15.0
2024.2468123861568,-9.1,-3.9,1.2,0.057271,163.07408,-13.0
2024.2469262295083,-11.2,-4.8,0.4,0.007997,163.07408,-16.0
2024.2470400728598,-11.2,-4.8,2.6,0.294445,163.07408,-16.0
2024.2471539162113,-11.2,-4.8,-0.7,0.020733,163.07408,-16.0
2024.2472677595629,-12.6,-5.4,-1.2,0.046824,163.07408,-18.0
2024.2473816029144,-11.9,-5.1,1.4,0.042218,163.07408,-17.0
2024.247495446266,-9.1,-3.9,4.8,0.458286,163.07408,-13.0
2024.2476092896175,-9.1,-3.9,2.7,0.140224,163.07408,-13.0
2024.247723132969,-10.5,-4.5,2.8,0.162645,163.07408,-15.0
2024.2478369763205,-9.1,-3.9,1.1,0.026652,163.07408,-13.0
2024.247950819672,-6.3,-2.7,3.5,0.251178,163.07408,-9.0
2024.2480646630236,-2.8,-1.2,3.7,0.229432,163.07408,-4.0
2024.2481785063753,-3.5,-1.5,5.0,1.245873,163.07408,-5.0
2024.2482923497269,-6.3,-2.7,5.9,1.4868,163.07408,-9.0
2024.2484061930784,-7.7,-3.3,4.8,0.603115,163.07408,-11.0
2024.24852003643,-2.8,-1.2,3.8,0.904295,163.07408,-4.0
2024.2486338797814,-3.5,-1.5,0.9,0.516071,163.82716,-5.0
2024.248747723133,-6.3,-2.7,1.8,0.250861,163.82716,-9.0
2024.2488615664845,-7.0,-3.0,2.0,1.3175,163.82716,-10.0
2024.248975409836,-11.9,-5.1,2.1,0.781612,163.82716,-17.0
2024.2490892531875,-13.3,-5.7,0.2,1.869841,163.82716,-19.0
2024.249203096539,-15.4,-6.6,1.2,0.819087,163.82716,-22.0
2024.2493169398906,-23.1,-9.9,1.1,0.785571,163.82716,-33.0
2024.2494307832424,-21.0,-9.0,0.5,0.257997,163.82716,-30.0
2024.249544626594,-18.2,-7.8,2.0,0.263,163.82716,-26.0
2024.2496584699454,-16.1,-6.9,3.2,0.357881,163.82716,-23.0
2024.249772313297,-14.0,-6.0,3.9,0.8443,163.82716,-20.0
2024.2498861566485,-11.9,-5.1,3.2,1.13528,163.82716,-17.0
2024.25,-12.6,-5.4,3.5,1.061874,163.82716,-18.0
2024.2501138433515,-11.2,-4.8,4.6,0.845877,163.82716,-16.0
2024.250227686703,-8.4,-3.6,3.6,0.588492,163.82716,-12.0
2024.2503415300546,-6.3,-2.7,2.0,0.192597,163.82716,-9.0
2024.250455373406,-7.0,-3.0,3.6,1.36136,163.82716,-10.0
2024.2505692167576,-9.8,-4.2,2.6,0.544264,163.82716,-14.0
2024.2506830601094,-9.1,-3.9,0.6,0.631401,163.82716,-13.0
2024.250796903461,-8.4,-3.6,3.3,0.708198,163.82716,-12.0
2024.2509107468125,-7.0,-3.0,1.5,0.045607,163.82716,-10.0
2024.251024590164,-4.9,-2.1,2.2,0.105392,163.82716,-7.0
2024.2511384335155,-4.9,-2.1,4.4,0.648653,163.82716,-7.0
2024.251252276867,-6.3,-2.7,4.6,1.012,163.82716,-9.0
2024.2513661202186,-9.1,-3.9,5.2,1.191548,164.46913,-13.0
2024.25147996357,-11.2,-4.8,4.0,1.33625,164.46913,-16.0
2024.2515938069216,-14.7,-6.3,3.6,0.5496,164.46913,-21.0
2024.2517076502731,-12.6,-5.4,3.5,0.68317,164.46913,-18.0
2024.2518214936247,-12.6,-5.4,3.2,0.584268,164.46913,-18.0
2024.2519353369764,-11.9,-5.1,2.2,0.34667,164.46913,-17.0
2024.252049180328,-9.1,-3.9,2.4,0.30948,164.46913,-13.0
2024.2521630236795,-7.0,-3.0,2.7,0.499031,164.46913,-10.0
2024.252276867031,-4.9,-2.1,1.3,1.706335,164.46913,-7.0
2024.2523907103825,-7.0,-3.0,0.9,1.579132,164.46913,-10.0
2024.252504553734,-9.8,-4.2,1.2,0.598242,164.46913,-14.0
2024.2526183970856,-6.3,-2.7,2.5,0.302586,164.46913,-9.0
2024.2527322404371,-2.1,-0.9,2.2,0.552256,164.46913,-3.0
2024.2528460837887,-2.8,-1.2,3.1,0.531542,164.46913,-4.0
2024.2529599271402,-4.9,-2.1,2.6,0.431247,164.46913,-7.0
2024.2530737704917,-6.3,-2.7,4.0,0.524093,164.46913,-9.0
2024.2531876138432,-7.0,-3.0,2.7,0.353718,164.46913,-10.0
2024.253301457195,-7.7,-3.3,3.8,0.920177,164.46913,-11.0
2024.2534153005465,-9.1,-3.9,2.2,0.169234,164.46913,-13.0
2024.253529143898,-6.3,-2.7,1.4,0.046297,164.46913,-9.0
2024.2536429872496,-2.8,-1.2,0.3,0.005569,164.46913,-4.0
2024.253756830601,-2.1,-0.9,0.7,0.023684,164.46913,-3.0
2024.2538706739526,0.0,0.0,4.0,0.546342,164.46913,0.0
2024.2539845173042,-0.7,-0.3,2.6,1.226404,164.46913,-1.0
2024.2540983606557,-5.6,-2.4,4.3,0.724448,164.98766,-8.0
2024.2542122040072,-7.0,-3.0,1.5,0.061491,164.98766,-10.0
2024.2543260473587,-6.3,-2.7,3.4,1.304843,164.98766,-9.0
2024.2544398907103,-7.7,-3.3,2.4,0.2556,164.98766,-11.0
2024.254553734062,-7.0,-3.0,2.7,0.925931,164.98766,-10.0
2024.2546675774136,-8.4,-3.6,2.6,0.591721,164.98766,-12.0
2024.254781420765,-6.3,-2.7,1.2,0.968287,164.98766,-9.0
2024.2548952641166,-6.3,-2.7,2.0,0.655803,164.98766,-9.0
2024.2550091074681,-6.3,-2.7,1.5,0.502855,164.98766,-9.0
2024.2551229508197,-5.6,-2.4,1.0,0.31387,164.98766,-8.0
2024.2552367941712,-4.2,-1.8,0.8,0.150073,164.98766,-6.0
2024.2553506375227,-1.4,-0.6,-0.2,0.007992,164.98766,-2.0
2024.2554644808743,-0.7,-0.3,0.6,0.570942,164.98766,-1.0
2024.2555783242258,-3.5,-1.5,0.5,1.15708,164.98766,-5.0
2024.2556921675773,-7.7,-3.3,1.9,0.46833,164.98766,-11.0
2024.255806010929,-7.7,-3.3,1.5,0.161358,164.98766,-11.0
2024.2559198542806,-7.0,-3.0,1.4,0.144453,164.98766,-10.0
2024.2560336976321,-5.6,-2.4,1.7,0.206243,164.98766,-8.0
2024.2561475409836,-6.3,-2.7,1.5,0.101827,164.98766,-9.0
2024.2562613843352,-4.9,-2.1,2.2,0.182478,164.98766,-7.0
2024.2563752276867,-1.4,-0.6,3.5,0.324297,164.98766,-2.0
2024.2564890710382,0.7,0.3,2.7,0.17609,164.98766,1.0
2024.2566029143898,2.1,0.9,2.8,0.171088,164.98766,3.0
2024.2567167577413,2.1,0.9,3.2,0.251086,164.98766,3.0
2024.2568306010928,2.1,0.9,3.3,0.302288,165.5679,3.0
2024.2569444444443,2.1,0.9,4.1,0.425588,165.5679,3.0
2024.257058287796,1.4,0.6,3.6,0.4068,165.5679,2.0
2024.2571721311476,4.2,1.8,3.5,0.237725,165.5679,6.0
2024.2572859744992,9.1,3.9,5.2,0.419134,165.5679,13.0
2024.2573998178507,12.6,5.4,-1.7,0.046432,165.5679,18.0
2024.2575136612022,11.9,5.1,-9.5,1.72554,165.5679,17.0
2024.2576275045537,8.4,3.6,-9.1,1.171325,165.5679,12.0
2024.2577413479053,7.7,3.3,-8.2,1.075474,165.5679,11.0
2024.2578551912568,7.7,3.3,-5.5,1.443616,165.5679,11.0
2024.2579690346083,2.8,1.2,-5.0,2.781538,165.5679,4.0
2024.2580828779599,-2.8,-1.2,-4.3,2.071807,165.5679,-4.0
2024.2581967213114,-8.4,-3.6,-3.3,1.83922,165.5679,-12.0
2024.2583105646631,-10.5,-4.5,-2.1,1.516019,165.5679,-15.0
2024.2584244080147,-12.6,-5.4,-1.5,1.032094,165.5679,-18.0
2024.2585382513662,-12.6,-5.4,-1.4,1.531843,165.5679,-18.0
2024.2586520947177,-14.7,-6.3,-1.8,1.363628,165.5679,-21.0
2024.2587659380692,-9.1,-3.9,-2.4,0.942896,165.5679,-13.0
2024.2588797814208,-9.8,-4.2,-4.0,1.515654,165.5679,-14.0
2024.2589936247723,-8.4,-3.6,-2.8,1.3524,165.5679,-12.0
2024.2591074681238,-9.1,-3.9,-1.4,1.86211,165.5679,-13.0
2024.2592213114754,-11.2,-4.8,-4.5,1.568626,165.5679,-16.0
2024.2593351548269,-12.6,-5.4,-3.7,1.266922,165.5679,-18.0
2024.2594489981784,-10.5,-4.5,-4.2,0.490815,165.5679,-15.0
2024.25956284153,-9.8,-4.2,-3.0,0.232,166.02469,-14.0
2024.2596766848817,-8.4,-3.6,-5.0,1.256799,166.02469,-12.0
2024.2597905282332,-10.5,-4.5,-3.5,2.070262,166.02469,-15.0
2024.2599043715848,-13.3,-5.7,-2.6,0.271925,166.02469,-19.0
2024.2600182149363,-8.4,-3.6,-5.0,1.454913,166.02469,-12.0
2024.2601320582878,-8.4,-3.6,-3.9,1.328737,166.02469,-12.0
2024.2602459016393,-8.4,-3.6,-1.3,1.258156,166.02469,-12.0
2024.2603597449909,-10.5,-4.5,-1.4,1.342554,166.02469,-15.0
2024.2604735883424,-13.3,-5.7,-2.8,1.232095,166.02469,-19.0
2024.260587431694,-12.6,-5.4,-3.7,0.958055,166.02469,-18.0
2024.2607012750454,-11.9,-5.1,-2.4,1.4508,166.02469,-17.0
2024.260815118397,-9.1,-3.9,-3.6,1.649005,166.02469,-13.0
2024.2609289617487,-11.2,-4.8,-2.4,1.523689,166.02469,-16.0
2024.2610428051003,-12.6,-5.4,-3.1,1.295694,166.02469,-18.0
2024.2611566484518,-13.3,-5.7,-1.9,1.499095,166.02469,-19.0
2024.2612704918033,-15.4,-6.6,-1.5,0.269878,166.02469,-22.0
2024.2613843351548,-12.6,-5.4,1.7,0.181018,166.02469,-18.0
2024.2614981785064,-11.2,-4.8,-3.6,0.930261,166.02469,-16.0
2024.261612021858,-14.7,-6.3,-2.1,0.769043,166.02469,-21.0
2024.2617258652094,-13.3,-5.7,-3.2,0.937111,166.02469,-19.0
2024.261839708561,-13.3,-5.7,-4.2,1.47642,166.02469,-19.0
2024.2619535519125,-16.1,-6.9,-2.9,1.398643,166.02469,-23.0
2024.262067395264,-16.1,-6.9,-3.1,1.632579,166.02469,-23.0
2024.2621812386158,-13.3,-5.7,-4.7,2.319063,166.02469,-19.0
2024.2622950819673,-13.3,-5.7,-4.4,1.913142,166.34567,-19.0
2024.2624089253188,-13.3,-5.7,-5.6,2.082386,166.34567,-19.0
2024.2625227686704,-14.0,-6.0,-6.3,1.614013,166.34567,-20.0
2024.2626366120219,-13.3,-5.7,-0.4,1.532552,166.34567,-19.0
2024.2627504553734,-14.7,-6.3,2.1,1.064668,166.34567,-21.0
2024.262864298725,-17.5,-7.5,-4.2,1.673226,166.34567,-25.0
2024.2629781420765,-18.9,-8.1,-4.5,1.383588,166.34567,-27.0
2024.263091985428,-15.4,-6.6,-4.0,0.748599,166.34567,-22.0
2024.2632058287795,-9.1,-3.9,-4.8,1.001406,166.34567,-13.0
2024.263319672131,-9.8,-4.2,0.5,0.221587,166.34567,-14.0
2024.2634335154828,-10.5,-4.5,-2.3,0.40133,166.34567,-15.0
2024.2635473588343,-10.5,-4.5,-4.3,0.806281,166.34567,-15.0
2024.2636612021859,-9.1,-3.9,-5.2,0.999304,166.34567,-13.0
2024.2637750455374,-9.1,-3.9,-5.3,1.348264,166.34567,-13.0
2024.263888888889,-11.2,-4.8,-4.2,0.805024,166.34567,-16.0
2024.2640027322404,-11.2,-4.8,-3.9,0.805872,166.34567,-16.0
2024.264116575592,-11.9,-5.1,-4.2,1.239008,166.34567,-17.0
2024.2642304189435,-14.0,-6.0,-2.9,0.767965,166.34567,-20.0
2024.264344262295,-14.7,-6.3,-3.3,0.911631,166.34567,-21.0
2024.2644581056466,-13.3,-5.7,-3.5,0.657193,166.34567,-19.0
2024.264571948998,-9.1,-3.9,-3.1,0.74265,166.34567,-13.0
2024.2646857923498,-7.7,-3.3,-3.7,1.135474,166.34567,-11.0
2024.2647996357014,-7.7,-3.3,-4.5,0.939637,166.34567,-11.0
2024.264913479053,-6.3,-2.7,-3.0,0.400805,166.34567,-9.0
2024.2650273224044,-4.9,-2.1,-3.1,0.609327,166.74074,-7.0
2024.265141165756,-3.5,-1.5,-3.3,0.41752,166.74074,-5.0
2024.2652550091075,-5.6,-2.4,-2.6,0.961289,166.74074,-8.0
2024.265368852459,-6.3,-2.7,-3.7,0.709726,166.74074,-9.0
2024.2654826958105,-4.9,-2.1,-2.9,0.525711,166.74074,-7.0
2024.265596539162,-5.6,-2.4,-2.6,0.496632,166.74074,-8.0
2024.2657103825136,-4.9,-2.1,-2.1,0.330082,166.74074,-7.0
2024.2658242258651,-3.5,-1.5,-1.1,0.066622,166.74074,-5.0
2024.2659380692166,-0.7,-0.3,-1.6,0.99882,166.74074,-1.0
2024.2660519125684,-0.7,-0.3,-1.0,0.375488,166.74074,-1.0
2024.26616575592,0.7,0.3,-1.6,0.762891,166.74074,1.0
2024.2662795992715,-0.7,-0.3,-2.1,0.780853,166.74074,-1.0
2024.266393442623,-2.1,-0.9,-2.6,0.706029,166.74074,-3.0
2024.2665072859745,-2.8,-1.2,-2.8,1.134357,166.74074,-4.0
2024.266621129326,-6.3,-2.7,-1.1,1.333394,166.74074,-9.0
2024.2667349726776,-9.1,-3.9,-3.1,1.267321,166.74074,-13.0
2024.266848816029,-11.9,-5.1,-2.6,1.12252,166.74074,-17.0
2024.2669626593806,-11.9,-5.1,-1.6,1.14434,166.74074,-17.0
2024.2670765027322,-14.7,-6.3,-2.4,0.987493,166.74074,-21.0
2024.2671903460837,-14.7,-6.3,-2.4,1.083499,166.74074,-21.0
2024.2673041894354,-14.0,-6.0,-1.5,1.291496,166.74074,-20.0
2024.267418032787,-14.0,-6.0,-2.8,0.883854,166.74074,-20.0
2024.2675318761385,-13.3,-5.7,-1.0,0.872539,166.74074,-19.0
2024.26764571949,-11.9,-5.1,-2.6,0.747696,166.74074,-17.0
2024.2677595628415,-9.1,-3.9,-3.2,0.743875,167.06172,-13.0
2024.267873406193,-5.6,-2.4,-3.3,1.112131,167.06172,-8.0
